Family	Name with authors (incl. infraspecific taxa if any)	ALA accepted name with authors	AKflora?	Comments (optional)	Literature
Asteraceae	Antennaria pulcherrima (Hook.) Greene var. angustisquama A.E.Porsild	Antennaria pulcherrima (Hook.) Greene	T	Bayer 1993	
Asteraceae	Antennaria pulcherrima (Hook.) Greene subsp. pulcherimma 	Antennaria pulcherrima (Hook.) Greene subsp. pulcherimma 	T		FNA 19; /
Asteraceae	Antennaria rosea (D.C.Eaton) Greene	Antennaria rosea (D.C.Eaton) Greene	F	AK taxon list	
Asteraceae	Antennaria rosea Greene var. nitida (Greene) Breitung	Antennaria microphylla Rydb.	T		FNA 19; /
Asteraceae	Antennaria rosea Greene subsp. arida (E.Nelson) R.J.Bayer	Antennaria rosea Greene subsp. arida (E.Nelson) R.J.Bayer	T	Bayer annos	
Asteraceae	Antennaria rosea Greene subsp. confinis (Greene) R.J.Bayer	Antennaria rosea Greene subsp. confinis (Greene) R.J.Bayer	T	Bayer annos	
Asteraceae	Antennaria rosea Greene subsp. pulvinata (Greene) R.J.Bayer	Antennaria rosea Greene subsp. pulvinata (Greene) R.J.Bayer	T	Bayer93	
Asteraceae	Antennaria rosea Greene subsp. rosea 	Antennaria rosea Greene subsp. rosea 	T	Bayer 1993	
Asteraceae	Antennaria  	Antennaria  	F		
Asteraceae	Antennaria stolonifera A.E.Porsild	Antennaria alpina (L.) G.Gaertn.	T	Bayer annos	
Asteraceae	Antennaria subcanescens Ostenf. ex Malte	Antennaria alpina (L.) G.Gaertn.	T		FNA 19; /
Asteraceae	Antennaria umbrinella Rydb.	Antennaria umbrinella Rydb.	F	AK taxon list	
Scrophulariaceae	Antirrhinum orontium L.	Antirrhinum orontium L.	T	AK taxon list	
Primulaceae	Androsace alaskana Coville & Standl. ex Hult始	Douglasia alaskana (Coville & Standl. ex Hult始) S.Kelso	T	Kelso 1992	Kelso 1992; Kelso, S. 1992. Conspectus of the genus Douglasia (Primulaceae) with comments on Douglasia alaskana, an Alaska-Yukon alpine endemic. Can. J. Bot. 70:593-596./
Primulaceae	Androsace alaskana Coville & Standl. ex Hult始 var. reedae S.L.Welsh & Goodrich	Douglasia alaskana (Coville & Standl. ex Hult始) S.Kelso	T		Elven, R.  et al. 2003; /
Primulaceae	Androsace chamaejasme Host	Androsace chamaejasme Host	F	AK taxon list	
Primulaceae	Androsace chamaejasme Wulfen subsp. andersonii (Hult始) Hult始	Androsace chamaejasme Wulfen subsp. andersonii (Hult始) Hult始	T	AK taxon list	
Primulaceae	Androsace chamaejasme Wulfen subsp. arctisibirica Korobkov	Androsace chamaejasme Wulfen subsp. andersonii (Hult始) Hult始	T		Elven, R.  et al. 2003; /
Primulaceae	Androsace chamaejasme Wulfen subsp. lehmanniana auct.	Androsace chamaejasme Wulfen subsp. andersonii (Hult始) Hult始	T		Elven, R.  et al. 2003; /
Primulaceae	Androsace filiformis Retz.	Androsace filiformis Retz.	F	AK taxon list	
Primulaceae	Androsace septentrionalis L.	Androsace septentrionalis L.	T	AK taxon list	
Primulaceae	Androsace  	Androsace  	F		
Primulaceae	Androsace tapete Maxim.	Androsace tapete Maxim.	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Primulaceae	Androsace yargongensis Petitm.	Androsace yargongensis Petitm.	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Apiaceae	Anthriscus eleans (Pursh) Rydb.	Anthriscus eleans (Pursh) Rydb.	T		
Apiaceae	Anthriscus sylvestris (L.) Hoffm. subsp. aemula (Woronow) Soo	Anthriscus sylvestris (L.) Hoffm. subsp. aemula (Woronow) Soo	F	Arctic Flora USSR	
Poaceae	Anthoxanthum odoratum L.	Anthoxanthum odoratum L.	F	AK taxon list	
Asteraceae	Apargidium boreale (Bong.) Torr. & A.Gray	Microseris borealis (Bong.) Sch.Bip.	T	ALA Taxon List	Hult始 1973; Hult始, E.  1973.  Supplement to Flora of Alaska and Neighboring Territories, a Study in the Flora of Alaska and the Transberingian Connection.  Botaniska Notiser 126:459-512./
Brassicaceae	Aphragmus eschscholtzianus Andrz.	Aphragmus eschscholtzianus Andrz.	T	AK taxon list	
Apocynaceae	Apocynum androsaemifolium L.	Apocynum androsaemifolium L.	T	AK taxon list	
Ranunculaceae	Aquilegia brevistyla Hook.	Aquilegia brevistyla Hook.	T	AK taxon list	
Ranunculaceae	Aquilegia formosa Fisch.	Aquilegia formosa Fisch.	F	AK taxon list	
Ranunculaceae	Aquilegia formosa Fisch. ex DC. var. formosa 	Aquilegia formosa Fisch. ex DC. var. formosa 	T		FNA 3; Flora of North America volume 3/
Ranunculaceae	Aquilegia formosa Fisch. var. megalantha B.Boivin	Aquilegia formosa Fisch. ex DC. var. formosa 	T		FNA 3; Flora of North America volume 3/
Brassicaceae	Arabis arenicola (Richardson) Gelert	Arabis arenicola (Richardson) Gelert	F		
Brassicaceae	Arabis calderi G.A.Mulligan	Arabis calderi G.A.Mulligan	F		
Brassicaceae	Arabis densicaulis A.Nelson	Arabis densicaulis A.Nelson	F		
Brassicaceae	Arabis divaricarpa A.Nelson	Boechera divaricarpa (A.Nelson) A.Love & D.Love	T		Elven, R.  et al. 2003; /
Brassicaceae	Arabis drepanoloba Greene	Arabis drepanoloba Greene	T		Mulligan 1995; Mulligan, G. A. 1995. Synopsis of the genus Arabis (Brassicaceae) in Canada, Alaska and Greenland. Rhodora 97(890):109-163./
Brassicaceae	Arabis drummondii A.Gray	Boechera drummondii (A.Gray) A.Love & D.Love	T		Elven, R.  et al. 2003; /
Brassicaceae	Arabis eschscholtziana Andrz.	Arabis eschscholtziana Andrz.	T	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Brassicaceae	Arabis hirsuta (L.) Scop.	Arabis hirsuta (L.) Scop.	F	AK taxon list	
Brassicaceae	Arabis hirsuta (L.) Scop. subsp. eschscholtziana (Andrz.) Hult始	Arabis eschscholtziana Andrz.	T	Cody 1996	Cody 1996; Cody, W. J. 1996. Flora of the Yukon Territory. NRC Research Press, Ottawa. 643 pp./
Brassicaceae	Arabis hirsuta (L.) Scop. subsp. pycnocarpa (M.Hopkins) Hult始	Arabis pycnocarpa M.Hopkins	T		FNA vol. 7; /
Brassicaceae	Arabis holboellii Hornem.	Boechera holboelii (Hornem.) A.Love & D.Love	T		FNA vol. 7; /
Brassicaceae	Arabis holboelii Hornem. var. retrofracta (Graham) Rydb.	Boechera retrofracta (Graham) A.Love & D.Love	T		FNA vol. 7; /
Brassicaceae	Arabis kamchatica Fisch.	Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz subsp. kamchatica (Fisch. ex DC.) O'Kane & Al-Shehbaz	T		FNA vol. 7; /
Brassicaceae	Arabis lemmonii S.Watson	Arabis lemmonii S.Watson	F	AK taxon list	
Brassicaceae	Arabis lyallii S.Watson	Boechera lyallii (S.Watson) Dorn	F		FNA vol. 7; /
Brassicaceae	Arabis lyrata L.	Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz	T		FNA vol. 7; /
Brassicaceae	Arabis lyrata L. subsp. kamchatica (Fisch.) Hult始	Arabis kamchatica Fisch.	F	ALA Taxon List	ALA Taxon List; ALA Taxon List/
Brassicaceae	Arabis media N.Busch	Arabis media N.Busch	F		Mulligan 1995; Mulligan, G. A. 1995. Synopsis of the genus Arabis (Brassicaceae) in Canada, Alaska and Greenland. Rhodora 97(890):109-163./
Brassicaceae	Arabis murrayi G.A.Mulligan	Arabis murrayi G.A.Mulligan	F	Mulligan 1995	
Brassicaceae	Arabis nuttallii B.L.Rob.	Arabis nuttallii B.L.Rob.	F	AK taxon list	
Brassicaceae	Arabis petraea (L.) Lam. subsp. umbrosa (Turcz.) Tolm.	Arabis petraea (L.) Lam. subsp. umbrosa (Turcz.) Tolm.	F	Arctic Flora USSR	
Brassicaceae	Arabis pinetorum Tidestr.	Arabis pinetorum Tidestr.	F		
Brassicaceae	Arabis pycnocarpa M.Hopkins	Arabis pycnocarpa M.Hopkins	T		FNA vol. 7; /
Brassicaceae	Arabis  	Arabis  	F	Consistency	
Loranthaceae	Arceuthobium tsugense (Rosend.) G.N.Jones	Arceuthobium tsugense (Rosend.) G.N.Jones	F	AK taxon list	
Ericaceae	Arctous alpina (L.) Nied.	Arctous alpina (L.) Nied.	T	AK taxon list	
Ericaceae	Arctous rubra (Rehder & E.H.Wilson) Nakai & Koidz.	Arctous rubra (Rehder & E.H.Wilson) Nakai & Koidz.	T	AK taxon list	
Brassicaceae	Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz	Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz	T		Elven, R.  et al. 2003; /
Brassicaceae	Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz subsp. kamchatica (Fisch. ex DC.) O'Kane & Al-Shehbaz	Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz subsp. kamchatica (Fisch. ex DC.) O'Kane & Al-Shehbaz	T		FNA vol. 7; /
Brassicaceae	Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz subsp. lyrata 	Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz subsp. lyrata 	F		FNA vol. 7; /
Brassicaceae	Arabidopsis lyrata (L.) O'Kane & Al-Shehbaz subsp. petraea (L.) O'Kane & Al-Shehbaz	Arabidopsis petraea (L.) V. I. Dorof.	T		Elven, R.  et al. 2003; /
Brassicaceae	Arabidopsis mollis (Hook.) O.E.Schulz	Transberingia  bursifolia (DC.) Al-Shehbaz & O'Kane	T		FNA vol. 7; /
Brassicaceae	Arabidopsis petraea (L.) V. I. Dorof.	Arabidopsis petraea (L.) V. I. Dorof.	T		Elven, R.  et al. 2003; /
Caryophyllaceae	Arenaria arctica 	Minuartia arctica (Steven ex Ser.) Graebn.	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Arenaria capillaris Poir.	Eremogone capillaris (Poir.) Fenzl var. capillaris 	T		
Caryophyllaceae	Arenaria chamissonis Maguire	Cherleria dicranoides Cham. & Schltdl.	T		
Caryophyllaceae	Arenaria dawsonensis Britton	Minuartia dawsonensis (Britton) House	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Arenaria elegans Cham. & Schltdl.	Minuartia elegans (Cham. & Schltdl.) Schischk.	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Arenaria humifusa auct.	Arenaria longipedunculata Hult始	T		
Caryophyllaceae	Arenaria laricifolia auct.	Minuartia yukonensis Hult始	T		
Caryophyllaceae	Arenaria laricifolia L. var. hultenii S.L.Welsh	Minuartia arctica (Steven ex Ser.) Graebn.	T		
Caryophyllaceae	Arenaria lateriflora L.	Moehringia lateriflora (L.) Fenzl	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Arenaria longipedunculata Hult始	Arenaria longipedunculata Hult始	T	AK taxon list	
Caryophyllaceae	Arenaria macrocarpa Pursh	Minuartia macrocarpa (Pursh) Ostenf.	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Arenaria obtusiloba (Rydb.) Fernald	Minuartia obtusiloba (Rydb.) House	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Arenaria peploides L.f. var. major Hook.	Honckenya peploides (L.) Ehrh. subsp. major (Hook.) Hult始	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Arenaria physodes Fisch. ex Ser.	Wilhelmsia physodes (Fisch. ex Ser.) McNeill	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Arenaria qinghaiensis Tsui & L.H.Zhou	Arenaria qinghaiensis Tsui & L.H.Zhou	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Caryophyllaceae	Arenaria roborowskii Maxim.	Arenaria roborowskii Maxim.	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Caryophyllaceae	Arenaria rossii R.Br. ex Richardson	Minuartia rossii (R.Br. ex Richardson) Graebn.	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Arenaria rossii (R.Br. ex Richardson) Graebn. var. elegans (Cham. & Schltdl.) S.L.Welsh	Minuartia elegans (Cham. & Schltdl.) Schischk.	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Arenaria rossii (R.Br. ex Richardson) Graebn. subsp. elegans (Cham. & Schltdl.) Maguire	Minuartia elegans (Cham. & Schltdl.) Schischk.	T		FNA 5; Flora of North America, vol. 5/
Caryophyllaceae	Arenaria rubella (Wahlenb.) Sm.	Minuartia rubella (Wahlenb.) Hiern	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Caryophyllaceae	Arenaria saginoides Maxim.	Arenaria saginoides Maxim.	F	Flora of China	Al-Shehbaz & Funston; Al-Shehbaz, I. & M. Funston.  Flora of China Checklist.  Missouri Botanical Garden website (http://mobot.mobot.org/)/
Caryophyllaceae	Arenaria  	Arenaria  	F		
Caryophyllaceae	Arenaria stricta Michx.	Minuartia stricta (Sw.) Hiern	T		Hult始 1968; Hult始, Eric.  1968.  Flora of Alaska and Neighboring Territories.  Stanford Univ. Press, Stanford, CA.  1008 pp./
Poaceae	Arctagrostis arundinacea (Trin.) Beal	Arctagrostis arundinacea (Trin.) Beal	F	Arctic Flora USSR	
Poaceae	Arctagrostis latifolia (R.Br.) Griseb.	Arctagrostis latifolia (R.Br.) Griseb.	F	AK taxon list	
Poaceae	Arctagrostis latifolia (R.Br.) Griseb. var. angustifolia (Nash) Hult始	Arctagrostis latifolia (R.Br.) Griseb. var. angustifolia (Nash) Hult始	F	AK taxon list	
Poaceae	Arctagrostis latifolia (R.Br.) Griseb. var. arundinacea (Trin.) Griseb.	Arctagrostis arundinacea (Trin.) Beal	F	AK taxon list	
Poaceae	Arctagrostis latifolia (R.Br.) Griseb. var. latifolia 	Arctagrostis latifolia (R.Br.) Griseb. var. latifolia 	F	AK taxon list	
Poaceae	Arctagrostis poaeoides Nash	Arctagrostis poaeoides Nash	F	AK taxon list	
Asteraceae	Arctanthemum arcticum (L.) Tzvelev	Arctanthemum arcticum (L.) Tzvelev	T		
Asteraceae	Arctanthemum arcticum (L.) Tzvelev subsp. arcticum 	Arctanthemum arcticum (L.) Tzvelev subsp. arcticum 	T		
Asteraceae	Arctanthemum arcticum (L.) Tzvelev subsp. polare (Hult始) Tzvelev	Arctanthemum arcticum (L.) Tzvelev subsp. polare (Hult始) Tzvelev	T	Arctic Flora USSR	
Araliaceae	Aralia nudicaulis L.	Aralia nudicaulis L.	F		
Plumbaginaceae	Armeria maritima (Mill.) Willd.	Armeria maritima (Mill.) Willd.	F	AK taxon list	
Plumbaginaceae	Armeria maritima (Mill.) Willd. subsp. arctica (Cham.) Hult始	Armeria maritima (Mill.) Willd. subsp. sibirica (Turcz.) Nyman	T		FNA 5; Flora of North America, vol. 5/
Plumbaginaceae	Armeria maritima (Mill.) Willd. subsp. sibirica (Turcz.) Nyman	Armeria maritima (Mill.) Willd. subsp. sibirica (Turcz.) Nyman	T	AK taxon list	
Asteraceae	Arnica alpina (L.) Olin	Arnica alpina (L.) Olin	F	AK taxon list	
Asteraceae	Arnica alpina (L.) Olin var. linearis Hult始	Arnica angustifolia Vahl subsp. angustifolia 	T		FNA vol. 21; /
Asteraceae	Arnica alpina (L.) Olin subsp. angustifolia (Vahl) Maguire	Arnica angustifolia Vahl subsp. angustifolia 	T		FNA vol. 21; /
Asteraceae	Arnica alpina (L.) Olin subsp. attenuata (Greene) Maguire	Arnica angustifolia Vahl subsp. angustifolia 	T		FNA vol. 21; /
Asteraceae	Arnica alpina (L.) Olin subsp. tomentosa (J.M.Macoun) Maguire	Arnica alpina (L.) Olin subsp. tomentosa (J.M.Macoun) Maguire	F	AK taxon list	
Asteraceae	Arnica alpina (L.) Olin var. vestita Hult始	Arnica angustifolia Vahl subsp. angustifolia 	T		FNA vol. 21; /
Asteraceae	Arnica amplexicaulis Nutt. subsp. prima (Maguire) Maguire	Arnica lanceolata Nutt. subsp. prima (Maguire) Strother & S.J.Wolf	T		FNA vol. 21; /
Asteraceae	Arnica amplexifolia Rydb. subsp. prima Maguire	Arnica lanceolata Nutt. subsp. prima (Maguire) Strother & S.J.Wolf	T		FNA vol. 21; /
Asteraceae	Arnica angustifolia Vahl	Arnica angustifolia Vahl	F	AK taxon list	
Asteraceae	Arnica angustifolia Vahl subsp. angustifolia 	Arnica angustifolia Vahl subsp. angustifolia 	T	AK taxon list	
Asteraceae	Arnica chamissonis Less.	Arnica chamissonis Less.	T	AK taxon list	
Asteraceae	Arnica chamissonis Less. var. incana (A.Gray) Hult始	Arnica chamissonis Less.	T		FNA vol. 21; /
Asteraceae	Arnica chamissonis Less. subsp. chamissonis 	Arnica chamissonis Less. subsp. chamissonis 	F	AK taxon list	
Asteraceae	Arnica chamissonis Less. subsp. foliolosa (Nutt.) Maguire	Arnica chamissonis Less.	T		FNA vol. 21; /
Asteraceae	Arnica chamissonis Less. subsp. incana (A.Gray) Maguire	Arnica chamissonis Less.	T		FNA vol. 21; /
Asteraceae	Arnica cordifolia Hook.	Arnica cordifolia Hook.	F	AK taxon list	
Asteraceae	Arnica diversifolia Greene	Arnica ovata Greene	T	Gruezo annos	Gruezo annos; Gruezo, William Sm. 1988 annotations at ALA/
Asteraceae	Arnica frigida C.A.Mey. ex Iljin	Arnica griscomii Fernald subsp. frigida (C.A.Mey. ex Iljin) S.J.Wolf	F	AK taxon list	
Asteraceae	Arnica griscomii Fernald	Arnica griscomii Fernald	F	AK taxon list	
Asteraceae	Arnica griscomii Fernald subsp. frigida (C.A.Mey. ex Iljin) S.J.Wolf	Arnica griscomii Fernald subsp. frigida (C.A.Mey. ex Iljin) S.J.Wolf	T	AK taxon list	
Asteraceae	Arnica lanceolata Nutt.	Arnica lanceolata Nutt.	F	AK taxon list	
Asteraceae	Arnica lanceolata Nutt. subsp. amplexicaulis (Nutt.) Gruezo	Arnica lanceolata Nutt. subsp. prima (Maguire) Strother & S.J.Wolf	T		FNA vol. 21; /
Asteraceae	Arnica lanceolata Nutt. subsp. prima (Maguire) Strother & S.J.Wolf	Arnica lanceolata Nutt. subsp. prima (Maguire) Strother & S.J.Wolf	T		FNA vol. 21; /
Asteraceae	Arnica latifolia Bong.	Arnica latifolia Bong.	T	AK taxon list	
Asteraceae	Arnica lessingii Greene	Arnica lessingii Greene	T	AK taxon list	
Asteraceae	Arnica lessingii Greene subsp. lessingii 	Arnica lessingii Greene subsp. lessingii 	F	AK taxon list	
Asteraceae	Arnica lessingii Greene subsp. norbergii Hult始 & Maguire	Arnica lessingii Greene subsp. norbergii Hult始 & Maguire	T	AK taxon list	
Asteraceae	Arnica lonchophylla Greene	Arnica lonchophylla Greene	T	AK taxon list	
Asteraceae	Arnica louiseana Farr	Arnica louiseana Farr	F	AK taxon list	
Asteraceae	Arnica mollis Hook.	Arnica mollis Hook.	T	AK taxon list	
Asteraceae	Arnica ovata Greene	Arnica ovata Greene	T	AK taxon list	
Asteraceae	Arnica parryi A.Gray	Arnica parryi A.Gray	F	AK taxon list	
Asteraceae	Arnica snyderi Raup	Arnica snyderi Raup	F	NWT	
Asteraceae	Arnica  	Arnica  	F		
Asteraceae	Arnica unalaschcensis Less.	Arnica unalaschcensis Less.	T	AK taxon list	
Poaceae	Arctophila fulva (Trin.) Andersson	Arctophila fulva (Trin.) Andersson	F	AK taxon list	
Poaceae	Arrhenatherum elatius (L.) J.Presl & C.Presl	Arrhenatherum elatius (L.) J.Presl & C.Presl	F	AK taxon list	
Ericaceae	Arctostaphylos alpina (L.) Sprengel	Arctous alpina (L.) Nied.	T		Elven, R.  et al. 2003; /
Ericaceae	Arctostaphylos rubra (Rehder & E.H.Wilson) Fernald	Arctous rubra (Rehder & E.H.Wilson) Nakai & Koidz.	T		Elven, R.  et al. 2003; /
Ericaceae	Arctostaphylos uva-ursi (L.) Sprengel	Arctostaphylos uva-ursi (L.) Sprengel	T	AK taxon list	
Ericaceae	Arctostaphylos uva-ursi (L.) Sprengel var. adenotricha Fernald & J.F.Macbr.	Arctostaphylos uva-ursi (L.) Sprengel	T		Elven, R.  et al. 2003; /
Ericaceae	Arctostaphylos uva-ursi (L.) Sprengel var. longipilosa Packer & Denford	Arctostaphylos uva-ursi (L.) Sprengel	T		Elven, R.  et al. 2003; /
Ericaceae	Arctostaphylos uva-ursi (L.) Sprengel var. pacifica Hult始	Arctostaphylos uva-ursi (L.) Sprengel	T		Elven, R.  et al. 2003; /
Asteraceae	Artemisia alaskana Rydb.	Artemisia kruhsiana Besser subsp. alaskana (Rydb.) 	T		Elven, R.  et al. 2003; /
Asteraceae	Artemisia aleutica Hult始	Artemisia aleutica Hult始	T	AK taxon list	
Asteraceae	Artemisia androsacea Seem.	Artemisia senjavinensis Besser	T	Arctic Flora USSR	
Asteraceae	Artemisia arctica Less.	Artemisia arctica Less.	F	AK taxon list	
Asteraceae	Artemisia arctica Less. subsp. arctica 	Artemisia arctica Less. subsp. arctica 	T	AK taxon list	
Asteraceae	Artemisia arctica Less. subsp. beringensis (Hult始) Hult始	Artemisia arctica Less. subsp. beringensis (Hult始) Hult始	T	AK taxon list	
Asteraceae	Artemisia arctica Less. subsp. comata (Rydb.) Hult始	Artemisia comata Rydb.	T		Elven, R.  et al. 2003; /
Asteraceae	Artemisia arctica Less. subsp. ehrendorferi Korobkov	Artemisia arctica Less. subsp. arctica 	T		Elven, R.  et al. 2003; /
Asteraceae	Artemisia biennis Willd.	Artemisia biennis Willd.	T	AK taxon list	
Asteraceae	Artemisia borealis Pall.	Artemisia borealis Pall.	F	AK taxon list	
Asteraceae	Artemisia borealis Pall. subsp. borealis 	Artemisia borealis Pall. subsp. borealis 	T		Elven, R.  et al. 2003; /
Asteraceae	Artemisia borealis Pall. subsp. richardsoniana (Besser) Korobkov	Artemisia borealis Pall. subsp. richardsoniana (Besser) Korobkov	T		Elven, R.  et al. 2003; /
Asteraceae	Artemisia canadensis Michx.	Artemisia canadensis Michx.	T	AK taxon list	
Asteraceae	Artemisia campestris L. subsp. borealis (Pall.) H. M. Hall & Clem.	Artemisia borealis Pall. subsp. borealis 	T		Elven, R.  et al. 2003; /
Asteraceae	Artemisia campestris L. subsp. canadensis (Michx.) Scoggan	Artemisia canadensis Michx.	T		Elven, R.  et al. 2003; /
Asteraceae	Artemisia campestris L. subsp. cana 	Artemisia cana Pursh	T		Elven, R.  et al. 2003; /
Asteraceae	Artemisia campestris L. var. strutzii S.L.Welsh	Artemisia borealis Pall. subsp. borealis 	T		Elven, R.  et al. 2003; /
Asteraceae	Artemisia cana Pursh	Artemisia cana Pursh	F	AK taxon list	
Asteraceae	Artemisia comata Rydb.	Artemisia comata Rydb.	T	AK taxon list	
Asteraceae	Artemisia dracunculus L.	Artemisia dracunculus L.	T	AK taxon list	
Asteraceae	Artemisia frigida Willd.	Artemisia frigida Willd.	T	AK taxon list	
Asteraceae	Artemisia furcata M.Bieb.	Artemisia furcata M.Bieb.	T	AK taxon list	
Asteraceae	Artemisia furcata M.Bieb. var. heterophylla (Besser) Hult始	Artemisia furcata M.Bieb. var. heterophylla (Besser) Hult始	F	AK taxon list	
Asteraceae	Artemisia globularia Cham. ex Besser	Artemisia globularia Cham. ex Besser	F	AK taxon list	
Asteraceae	Artemisia globularia Cham. ex Besser var. lutea Hult始	Artemisia globularia Cham. ex Besser subsp. lutea (Hult始) L. M. Shultz	F		
